display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 00113,2015,FL,Unarmed,Threat,Not Fleeing,0,43786.0,0.1999026067763672,0.0656410309571481,0.5402,0.2737702650027696,0.1965429755617967,1417.4643175571618,1899.954,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00114,2015,MS,Gun,Shoot,Foot,0,35143.0,0.1635220125786163,0.1046894515726127,0.426,0.1122209165687426,0.229289071680376,46.05029024480493,424.297,1,"Lower-income rural, older/White-composition profile"
Incident record 00115,2015,OR,Knife,Threat,Not Fleeing,0,69629.0,0.0926810634485427,0.0524542096645215,0.4466,0.3632642592256148,0.0749484348783276,214.63229755959097,1870.711,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00116,2015,AZ,Gun,Point,Not Fleeing,0,47099.0,0.1890384576191738,0.0831472571011386,0.4707,0.3109866889190971,0.1265681757343825,109.9205402994096,9188.683,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00117,2015,ID,Gun,Point,Not Fleeing,0,57399.0,0.1177966101694915,0.0501959656251123,0.4678,0.3727234618968927,0.052984399846181,412.6625851296975,1052.218,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00118,2015,UT,Replica,Point,Not Fleeing,0,65487.0,0.1260071135646405,0.0367096810027215,0.4207,0.3819691281065691,0.0710603684479389,286.96257346118153,2004.46,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00119,2015,NC,Gun,Point,Not Fleeing,0,44293.0,0.1729096101481038,0.0792587226850175,0.4665,0.1921016900582002,0.1552301740548433,599.975825788262,355.751,1,"Lower-income rural, older/White-composition profile"
Incident record 00120,2015,MO,Unarmed,Flee,Foot,0,43675.0,0.1831775768561432,0.0434626684505993,0.4429,0.308327258693881,0.0885736031902577,426.5654221868156,675.329,1,"Lower-income rural, older/White-composition profile"
Incident record 00121,2015,MI,Gun,Point,Not Fleeing,0,56005.0,0.1141378345612235,0.0383442819293724,0.4066,0.2655618645186848,0.0608081341608345,189.1503783842047,575.209,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00122,2015,MA,Replica,Point,Foot,0,90267.0,0.0753550437145225,0.0403529929958361,0.4641,0.5377574412063153,0.0697626928126544,1938.1117966249244,817.878,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00123,2015,TX,Missing,Threat,Not Fleeing,0,42174.0,0.2062349104155195,0.0929816718819848,0.4507,0.1699808664753314,0.3395175618422851,15.575164957468797,3144.75,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00124,2015,NC,Knife,Threat,Not Fleeing,0,56883.0,0.1420540031581941,0.0690881156108029,0.4891,0.4326623998740085,0.1062498450626384,1974.878345034109,523.612,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00125,2015,TX,Unarmed,Move,Not Fleeing,0,60737.0,0.1314649363588148,0.0502236224291243,0.468,0.3077714657817373,0.1462010911628798,2290.9411530870248,865.364,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00126,2015,AL,Gun,Shoot,Not Fleeing,0,48492.0,0.1769354098091994,0.0775872985244725,0.495,0.3157330271636583,0.1088059382676492,594.0924253928727,1111.556,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00127,2015,AL,Gun,Point,Not Fleeing,0,48492.0,0.1769354098091994,0.0775872985244725,0.495,0.3157330271636583,0.1088059382676492,594.0924253928727,1111.556,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00128,2015,TX,Gun,Point,Vehicle,0,56629.0,0.1666583627011969,0.0570292543414617,0.4983,0.2986688089972312,0.1996737751507066,2658.03309107778,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00129,2015,NM,Gun,Point,Not Fleeing,0,40708.0,0.1652854977261243,0.0734971731856467,0.4931,0.2839456869009584,0.1170127795527156,4.125548656987052,4831.115,1,"Lower-income rural, older/White-composition profile"
Incident record 00130,2015,IN,Knife,Attack,Not Fleeing,0,41226.0,0.2078721789963629,0.079663810822361,0.481,0.2924179391763923,0.1520232538858082,2371.28657865231,395.996,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00131,2015,FL,Gun,Point,Not Fleeing,0,50416.0,0.1320775245787017,0.0614581716591649,0.4471,0.2835388014307848,0.0822940377589471,559.7108083316995,1014.967,1,"Lower-income rural, older/White-composition profile"
Incident record 00132,2015,LA,Gun,Point,Not Fleeing,0,58251.0,0.1442325131491445,0.069776919129411,0.4255,0.1828414091841201,0.1579802308702564,206.6696393167431,648.131,1,"Lower-income rural, older/White-composition profile"
Incident record 00133,2015,GA,Knife,Threat,Not Fleeing,0,70246.0,0.1106654227577788,0.0593275363171061,0.4538,0.4517079419299744,0.0971473303241023,2182.383938296682,339.69,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00134,2015,GA,Gun,Shoot,Foot,0,40907.0,0.1781968062788459,0.0765630951733144,0.4216,0.1750841750841751,0.2181069958847736,157.21266889878532,276.867,1,"Lower-income rural, older/White-composition profile"
Incident record 00135,2015,AL,Gun,Shoot,Not Fleeing,0,53555.0,0.136424243224333,0.0826128460384563,0.4204,0.214207008007052,0.1338426504076985,130.57459742611394,618.52,1,"Lower-income rural, older/White-composition profile"
Incident record 00136,2015,PA,Knife,Attack,Vehicle,0,56452.0,0.1214275537825901,0.0586165341046035,0.4541,0.2970666471136964,0.1191468387328045,1044.44656798017,345.336,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00137,2015,NE,Unarmed,Move,Not Fleeing,0,58359.0,0.1479917438357692,0.0383706583284036,0.479,0.3804263962808862,0.0956459771791857,1684.486459835797,326.547,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00138,2015,WI,Knife,Attack,Not Fleeing,0,54802.0,0.1142260947132002,0.0418424208224589,0.4219,0.2848927292668914,0.083483730943994,488.0624495370615,530.092,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00139,2015,OK,Missing,Threat,Vehicle,0,49693.0,0.1643943531784378,0.0460917625720752,0.4919,0.3079826105245613,0.1396555042531196,1095.872478487798,708.9,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00140,2015,NV,Gun,Shoot,Not Fleeing,0,51552.0,0.1509597367294746,0.0834844165743249,0.4604,0.2309692375383595,0.1487625273946586,267.9791998161097,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00141,2015,IN,Unarmed,Threat,Not Fleeing,0,40313.0,0.2049566194559462,0.0886441526435365,0.4676,0.2246724607601504,0.1262881768783961,268.2350959168151,403.631,1,"Lower-income rural, older/White-composition profile"
Incident record 00142,2015,FL,Gun,Point,Foot,0,44061.0,0.1722365119295501,0.085239665857116,0.4325,0.1912088995661371,0.1642067661085015,361.5167094400898,1798.235,1,"Lower-income rural, older/White-composition profile"
Incident record 00143,2015,CA,Knife,Threat,Not Fleeing,0,92094.0,0.1234926712688148,0.051044409667232,0.5208,0.5515610079245884,0.1239798134307077,18524.493948805823,46.685,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00144,2015,MS,Unarmed,Move,Not Fleeing,0,41722.0,0.2077843651047875,0.0972922360011758,0.4486,0.2132058344810316,0.1453612119694503,342.1472850378986,573.636,1,"Lower-income rural, older/White-composition profile"
Incident record 00145,2015,GA,Gun,Point,Vehicle,0,37974.0,0.2119795889169726,0.097884739909346,0.4432,0.0938766950929679,0.2537396896407102,37.07084919860309,570.691,1,"Lower-income rural, older/White-composition profile"
Incident record 00146,2015,CA,Unarmed,Threat,Not Fleeing,0,78428.0,0.1265713916936206,0.0554960215897285,0.4703,0.38759329488171,0.1587261579746741,3997.865972477099,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00147,2015,SC,Gun,Shoot,Not Fleeing,0,51908.0,0.1382784493538974,0.0603697545072533,0.4608,0.3259082007380876,0.1413802780351059,625.8300601702172,785.937,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00148,2015,MI,Unarmed,Attack,Not Fleeing,1,56005.0,0.1141378345612235,0.0383442819293724,0.4066,0.2655618645186848,0.0608081341608345,189.1503783842047,575.209,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00149,2015,MO,Unarmed,Move,Vehicle,0,38397.0,0.2491662541361611,0.0951182208256711,0.5099,0.3472402412655058,0.1418049391146011,5114.792611795204,61.72,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00150,2015,AZ,Knife,Threat,Not Fleeing,0,47099.0,0.1890384576191738,0.0831472571011386,0.4707,0.3109866889190971,0.1265681757343825,109.9205402994096,9188.683,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00151,2015,MO,Gun,Shoot,Vehicle,0,49899.0,0.197106332375384,0.0503988473103909,0.4826,0.4733853441628026,0.0658080540004606,249.098900008898,685.551,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00152,2015,NC,Gun,Shoot,Vehicle,0,32659.0,0.2629485020632482,0.1542374886619079,0.4584,0.1062595665834206,0.2311823625768683,109.37091936466734,505.436,1,"Lower-income rural, older/White-composition profile"
Incident record 00153,2015,AZ,Gun,Shoot,Vehicle,0,34466.0,0.1905046579983061,0.1116984281541243,0.4147,0.0994325509414495,0.2405210214083054,4.522326862265736,4496.579,1,"Lower-income rural, older/White-composition profile"
Incident record 00154,2015,CA,Unarmed,Attack,Not Fleeing,1,59134.0,0.1664485773538878,0.0717382754447437,0.4992,0.3084713213136524,0.2190543804221724,2504.841322734981,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00155,2015,TX,Gun,Shoot,Not Fleeing,0,56629.0,0.1666583627011969,0.0570292543414617,0.4983,0.2986688089972312,0.1996737751507066,2658.03309107778,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00156,2015,MS,Gun,Shoot,Not Fleeing,0,44258.0,0.184074090486108,0.0896065248539623,0.4595,0.1204149933065595,0.2004685408299866,48.26414928796592,478.699,1,"Lower-income rural, older/White-composition profile"
Incident record 00157,2015,IL,Gun,Move,Foot,0,75992.0,0.0791964757605194,0.0592049766581762,0.4146,0.3333153378097198,0.0959183903004127,822.2058987147631,835.877,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00158,2015,MD,Gun,Point,Not Fleeing,0,52278.0,0.1593503795281097,0.087505947283281,0.4525,0.2847096835503183,0.1213690645886787,270.2315805217038,374.427,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00159,2015,AZ,Knife,Attack,Not Fleeing,0,56004.0,0.1628234085543816,0.0559824904384855,0.4716,0.3064198312343983,0.1324863208850896,452.9384647885855,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00160,2015,FL,Unarmed,Move,Not Fleeing,0,42175.0,0.1602539158461568,0.061161038286129,0.4673,0.2250851783188166,0.0964796448005271,470.3291932911701,1101.116,1,"Lower-income rural, older/White-composition profile"
Incident record 00161,2015,CA,Gun,Shoot,Not Fleeing,0,53705.0,0.1738631640436311,0.1113207547169811,0.452,0.1882603829316591,0.2190366440828382,521.5387024344975,1392.238,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00162,2015,WI,Knife,Threat,Not Fleeing,0,45859.0,0.2021024975582829,0.0628363870452536,0.4784,0.2957958339958658,0.1315662267451105,3966.482644942992,241.457,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00163,2015,CA,Unarmed,Flee,Vehicle,0,59134.0,0.1664485773538878,0.0717382754447437,0.4992,0.3084713213136524,0.2190543804221724,2504.841322734981,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00164,2015,NE,Gun,Attack,Not Fleeing,0,53807.0,0.1402137442100987,0.0290575171669211,0.4442,0.3743286419687888,0.0588524200575638,365.9057261569321,837.56,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00165,2015,WI,Unarmed,Attack,Foot,0,65202.0,0.1140068985566459,0.0389555466559871,0.4487,0.4854190202471333,0.0494090927715568,437.64673041386646,1196.497,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00166,2015,CO,Unarmed,Move,Foot,0,58003.0,0.1558755146199092,0.0448562677022056,0.4927,0.47108196423146,0.1419270698774163,4458.921828658034,153.074,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00167,2015,FL,Missing,Threat,Not Fleeing,0,31715.0,0.2865069108888639,0.1258395320285982,0.4698,0.1182362377244806,0.2153840134590555,99.80340256345484,728.392,1,"Lower-income rural, older/White-composition profile"
Incident record 00168,2015,AZ,Gun,Point,Not Fleeing,0,56004.0,0.1628234085543816,0.0559824904384855,0.4716,0.3064198312343983,0.1324863208850896,452.9384647885855,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00169,2015,CA,Knife,Threat,Not Fleeing,1,78428.0,0.1265713916936206,0.0554960215897285,0.4703,0.38759329488171,0.1587261579746741,3997.865972477099,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00170,2015,OK,Gun,Point,Not Fleeing,0,49693.0,0.1643943531784378,0.0460917625720752,0.4919,0.3079826105245613,0.1396555042531196,1095.872478487798,708.9,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00171,2015,DE,Missing,Attack,Vehicle,0,66256.0,0.1223804072802172,0.0573929829314548,0.4543,0.3583653795501238,0.0907259126586946,1305.9567760790733,426.338,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00172,2015,GA,Unarmed,Move,Not Fleeing,0,54057.0,0.1732937036108568,0.0822664049578542,0.4822,0.4220368849067381,0.1217541019673699,2745.477572795948,267.666,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00173,2015,NC,Gun,Point,Not Fleeing,0,45114.0,0.1261977317709151,0.0692935699345523,0.4122,0.2968711806404302,0.1153752138841359,87.0286871164347,378.358,1,"Lower-income rural, older/White-composition profile"
Incident record 00174,2015,CO,Gun,Point,Not Fleeing,0,51387.0,0.1136770080087085,0.0586227367171267,0.4129,0.1531855634211442,0.0998027155622606,2.7654069662028773,4743.244,1,"Lower-income rural, older/White-composition profile"
Incident record 00175,2015,FL,Gun,Shoot,Not Fleeing,0,50416.0,0.1320775245787017,0.0614581716591649,0.4471,0.2835388014307848,0.0822940377589471,559.7108083316995,1014.967,1,"Lower-income rural, older/White-composition profile"
Incident record 00176,2015,OH,Gun,Shoot,Not Fleeing,1,45297.0,0.1815153598054248,0.0933443195552143,0.5019,0.3053176835907846,0.1138258857367275,2746.9117171027883,457.212,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00177,2015,LA,Gun,Shoot,Not Fleeing,0,49285.0,0.1959884596374671,0.0755395220548809,0.4908,0.3405982767381269,0.1062281754397344,976.2635509833108,455.502,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00178,2015,GA,Knife,Attack,Not Fleeing,1,49252.0,0.171685929187305,0.0933504444127572,0.4637,0.3207887573589922,0.1016701483404021,663.1462912421225,432.719,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00179,2015,CA,Knife,Threat,Vehicle,0,53803.0,0.1904501507554268,0.0954260082285851,0.4445,0.1940794100432395,0.2110833165709065,106.04521080575022,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00180,2015,MD,Missing,Threat,Not Fleeing,0,66396.0,0.1011839083887513,0.0748120229549802,0.4009,0.2201569418263118,0.1210819341545745,294.42679757435747,346.3,1,"Lower-income rural, older/White-composition profile"
Incident record 00181,2015,TN,Gun,Shoot,Not Fleeing,0,47083.0,0.2005449917326603,0.0811551455658358,0.5039,0.2998918138009968,0.1279961475158403,1246.166129092252,752.764,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00182,2015,CA,Gun,Shoot,Not Fleeing,0,78428.0,0.1265713916936206,0.0554960215897285,0.4703,0.38759329488171,0.1587261579746741,3997.865972477099,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00183,2015,AZ,Replica,Point,Not Fleeing,0,40908.0,0.1616936305068076,0.0819979455572676,0.4286,0.119461428385586,0.14386626772473,15.356675912760142,13332.117,1,"Lower-income rural, older/White-composition profile"
Incident record 00184,2015,AL,Gun,Shoot,Not Fleeing,0,50254.0,0.1341166073146006,0.0750282485875706,0.4564,0.2898518988912489,0.1048167531623856,122.72656369898684,1589.884,1,"Lower-income rural, older/White-composition profile"
Incident record 00185,2015,AL,Gun,Point,Not Fleeing,0,48492.0,0.1769354098091994,0.0775872985244725,0.495,0.3157330271636583,0.1088059382676492,594.0924253928727,1111.556,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00186,2015,CA,Missing,Threat,Not Fleeing,0,59134.0,0.1664485773538878,0.0717382754447437,0.4992,0.3084713213136524,0.2190543804221724,2504.841322734981,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00187,2015,DC,Unarmed,Threat,Not Fleeing,0,75628.0,0.173190162798753,0.0725063813833092,0.5354,0.5674647482257805,0.1020313649859162,10997.415175211858,61.126,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00188,2015,CA,Gun,Move,Vehicle,0,75513.0,0.1078795468612802,0.0435600167746648,0.5005,0.3279127025137542,0.1547970049748219,189.4424681671598,751.975,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00189,2015,MO,Gun,Point,Not Fleeing,0,48212.0,0.1779707778039121,0.0504911679884643,0.474,0.3017357946077182,0.1093986927539863,1137.469397207702,604.52,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00190,2015,CA,Knife,Attack,Not Fleeing,0,53803.0,0.1904501507554268,0.0954260082285851,0.4445,0.1940794100432395,0.2110833165709065,106.04521080575022,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00191,2015,CA,Unarmed,Move,Foot,0,59134.0,0.1664485773538878,0.0717382754447437,0.4992,0.3084713213136524,0.2190543804221724,2504.841322734981,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00192,2015,WV,Knife,Threat,Not Fleeing,0,46215.0,0.1310604383440336,0.0644753476611883,0.4145,0.1848153618906942,0.0917577548005908,265.314588098121,89.196,1,"Lower-income rural, older/White-composition profile"
Incident record 00193,2015,WI,Gun,Point,Vehicle,0,55845.0,0.1277573809219379,0.0669801149310302,0.4359,0.2346109175377468,0.0931673104106456,619.6341135918008,271.833,1,"Lower-income rural, older/White-composition profile"
Incident record 00194,2015,TX,Gun,Shoot,Not Fleeing,0,52286.0,0.1548184989469386,0.0587848205110207,0.4656,0.2652690350683769,0.1678639035775652,1530.0017736786097,1240.36,2,"Higher-Hispanic-composition, younger/large-area profile"
