display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 05252,2020,TX,Gun,Shoot,Not Fleeing,0,63022.0,0.1560646729850436,0.0617569057046573,0.4962,0.3226374107616122,0.1816180603676748,2741.54624175886,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05253,2020,GA,Gun,Shoot,Vehicle,0,47917.0,0.1656507413509061,0.08649468892261,0.4363,0.106297402895886,0.1693863479659848,37.75460583415919,324.914,1,"Lower-income rural, older/White-composition profile"
Incident record 05254,2020,WA,Knife,Attack,Not Fleeing,0,77184.0,0.0905327366291805,0.0514141770531619,0.4206,0.3134129781358233,0.0701423536412322,766.8245555695217,628.501,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05255,2020,AZ,Gun,Shoot,Vehicle,0,67799.0,0.1271866409932329,0.0509798222330799,0.4629,0.3341688203036882,0.1161453340875296,479.5448084419762,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05256,2020,FL,Multiple Weapons,Shoot,Vehicle,0,60566.0,0.1399403967537692,0.0518354946394474,0.4822,0.3446307763502942,0.1111256908982729,1419.3696658409426,1022.537,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05257,2020,NV,Gun,Point,Vehicle,0,61048.0,0.1335529332709796,0.0699262336033856,0.4676,0.2516261513937132,0.1374605077518669,282.4330644714718,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05258,2020,CA,Vehicle,Attack,Vehicle,0,61924.0,0.1903734608731047,0.0961848221271112,0.4272,0.1521756878112499,0.2804208506816883,72.9743732066463,2136.709,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05259,2020,IN,Gun,Shoot,Not Fleeing,0,57111.0,0.0986274085299848,0.0414226352125118,0.41,0.207231549600226,0.0976775033468024,315.20563133746947,372.487,1,"Lower-income rural, older/White-composition profile"
Incident record 05260,2020,CA,Gun,Flee,Vehicle,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05261,2020,KY,Gun,Point,Vehicle,0,42894.0,0.1820328643117189,0.0632875143184421,0.4446,0.1072369997603642,0.2486220944164869,49.73350054867534,229.644,1,"Lower-income rural, older/White-composition profile"
Incident record 05262,2020,CO,Gun,Flee,Vehicle,1,72661.0,0.1185961474286606,0.0434134787711813,0.4896,0.503205516837865,0.1086661547078081,4676.679253171668,153.074,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05263,2020,CA,Unarmed,Flee,Foot,0,82426.0,0.1092103537196816,0.0616604967792597,0.4616,0.39456277895737,0.119549721026073,789.4549339241156,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05264,2020,WA,Unarmed,Attack,Foot,1,99158.0,0.0842487103766324,0.0426716952939457,0.4683,0.5341291802814058,0.0657740037961372,1051.693627061733,2115.696,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05265,2020,FL,Knife,Unclear Threat,Foot,0,53975.0,0.1600980836432181,0.0504920281208011,0.5185,0.306502120262251,0.1816068093467037,1423.9965809698551,1899.954,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05266,2020,AR,Gun,Threat,Not Fleeing,0,52930.0,0.1576718781967777,0.0497649914777129,0.5068,0.3517504203250514,0.0868447599476928,518.3202372459845,758.369,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05267,2020,WA,Gun,Shoot,Not Fleeing,0,76438.0,0.0952526907975923,0.0499207161412939,0.4222,0.2768649550270967,0.0816008160580012,534.6881662154287,1668.004,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05268,2020,IN,Knife,Threat,Not Fleeing,1,45864.0,0.1445836403831982,0.0329392745276346,0.4118,0.1252624719426544,0.1184563029469263,53.91177504851461,383.905,1,"Lower-income rural, older/White-composition profile"
Incident record 05269,2020,FL,Gun,Threat,Not Fleeing,0,60922.0,0.1271338124669948,0.059134538821247,0.4893,0.3312363057985446,0.1060722654932596,1614.6587413750103,1202.9,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05270,2020,NC,Gun,Threat,Vehicle,1,55032.0,0.1149393005620977,0.0315795031149593,0.4751,0.4138769461952665,0.0831489752473181,395.3997776051425,656.49,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05271,2020,IN,Gun,Threat,Not Fleeing,0,55022.0,0.1035110963895329,0.0310209647179137,0.3743,0.1547005610901179,0.1227527768235428,36.97910279915418,334.351,1,"Lower-income rural, older/White-composition profile"
Incident record 05272,2020,FL,Gun,Attack,Not Fleeing,0,56769.0,0.1452492035451676,0.0532091161389499,0.4715,0.3068557694229885,0.0993066266440514,1243.9317985426612,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05273,2020,CA,Knife,Attack,Not Fleeing,1,130890.0,0.071701640564969,0.0424944480550775,0.4652,0.5347432362179059,0.112595816983129,1490.5141725867566,1291.084,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05274,2020,TX,Gun,Shoot,Not Fleeing,0,98692.0,0.0484519814193318,0.0433135554541305,0.4775,0.45263461908735,0.0594634490725884,68.67042843729527,662.454,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05275,2020,KS,Gun,Shoot,Vehicle,0,91650.0,0.0487520126783955,0.0315031343609862,0.4418,0.5611774120250539,0.0387786252000553,1261.7161437439297,473.62,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05276,2020,CO,Unclear Weapon Information,Flee,Vehicle,0,49560.0,0.1077491465182621,0.0522230658904918,0.421,0.2060380688264212,0.0951090381948821,12.119010181121604,1838.599,1,"Lower-income rural, older/White-composition profile"
Incident record 05277,2020,CA,Knife,Threat,Not Fleeing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05278,2020,OK,Gun,Shoot,Foot,0,41633.0,0.2026786405512115,0.0640623887187522,0.4704,0.197842436468086,0.1378954984980376,84.44068883844864,810.64,1,"Lower-income rural, older/White-composition profile"
Incident record 05279,2020,MO,Gun,Shoot,Not Fleeing,0,68661.0,0.092998415773316,0.045319130245473,0.4921,0.4444164935397267,0.0600370975973305,1961.0015846612664,507.995,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05280,2020,CA,Gun,Shoot,Not Fleeing,0,128091.0,0.0617975456406015,0.0399377111878504,0.4855,0.5207216397878637,0.095723629470455,1706.618073202265,448.62,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05281,2020,MO,Gun,Shoot,Vehicle,0,56960.0,0.1361929229291814,0.0494093411014903,0.4609,0.3212233212086711,0.0872619889747893,1159.1560246145702,604.52,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05282,2020,NV,Knife,Threat,Not Fleeing,1,61048.0,0.1335529332709796,0.0699262336033856,0.4676,0.2516261513937132,0.1374605077518669,282.4330644714718,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05283,2020,TX,Other,Attack,Missing,0,58288.0,0.1559905579615398,0.0574184273187307,0.4692,0.2847001545948049,0.1556461755702406,1595.3642490889742,1240.36,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05284,2020,FL,Knife,Threat,Foot,0,55538.0,0.1338045913041552,0.0569741288450881,0.4298,0.2319820568200697,0.1386442930719388,273.94802259887007,1327.5,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05285,2020,IN,Gun,Shoot,Vehicle,1,51219.0,0.1641966859404049,0.0571210400988656,0.4808,0.321452796936809,0.1326009230145045,2417.542096384812,395.996,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05286,2020,WA,Knife,Threat,Missing,0,99158.0,0.0842487103766324,0.0426716952939457,0.4683,0.5341291802814058,0.0657740037961372,1051.693627061733,2115.696,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05287,2020,NC,Knife,Attack,Vehicle,0,51580.0,0.1542001945079383,0.0524519840109193,0.4515,0.253382038265603,0.1250928885427018,392.345966471687,423.463,1,"Lower-income rural, older/White-composition profile"
Incident record 05288,2020,CO,Gun,Shoot,Foot,0,73817.0,0.0989499960377209,0.0406931569722267,0.4044,0.2516234258377847,0.1527263246609147,436.9622006321607,1166.792,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05289,2020,CA,Knife,Threat,Not Fleeing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05290,2020,NV,Gun,Point,Vehicle,0,61048.0,0.1335529332709796,0.0699262336033856,0.4676,0.2516261513937132,0.1374605077518669,282.4330644714718,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05291,2020,IN,Gun,Shoot,Not Fleeing,0,51219.0,0.1641966859404049,0.0571210400988656,0.4808,0.321452796936809,0.1326009230145045,2417.542096384812,395.996,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05292,2020,CA,Knife,Attack,Not Fleeing,1,54851.0,0.2042847039066828,0.0913099985850317,0.4673,0.1712277759696379,0.2466216899548945,109.71037188587668,8134.673,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05293,2020,TX,Other,Attack,Not Fleeing,1,63022.0,0.1560646729850436,0.0617569057046573,0.4962,0.3226374107616122,0.1816180603676748,2741.54624175886,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05294,2020,CA,Gun,Threat,Vehicle,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05295,2020,WI,Gun,Shoot,Not Fleeing,0,64728.0,0.0966844223902418,0.0278716097834466,0.4383,0.3033112357061299,0.0752000999789817,495.30836156742606,530.092,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05296,2020,MD,Knife,Threat,Not Fleeing,1,111812.0,0.0658558468363009,0.046403130501235,0.464,0.5924894783475468,0.0864284527633182,2124.448184611017,493.145,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05297,2020,GA,Blunt Object,Attack,Foot,0,46392.0,0.2353057199211045,0.0774767146486028,0.4345,0.1612631578947368,0.2298947368421052,58.34559004445222,182.893,1,"Lower-income rural, older/White-composition profile"
Incident record 05298,2020,CO,Gun,Point,Vehicle,0,71919.0,0.0617455400064095,0.0406433759944655,0.4231,0.5085246341790844,0.0252382870183917,24.12971779898905,395.073,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05299,2020,NC,Gun,Threat,Not Fleeing,0,43422.0,0.1817792545902987,0.0594099921877906,0.4112,0.1456332476862823,0.2133110484695786,72.37455813040063,814.72,1,"Lower-income rural, older/White-composition profile"
Incident record 05300,2020,CO,Knife,Threat,Missing,0,57157.0,0.1300192100454481,0.0688380235687596,0.4339,0.2739575196920789,0.0945408004818324,45.95218403705207,3328.721,1,"Lower-income rural, older/White-composition profile"
Incident record 05301,2020,SC,Gun,Shoot,Foot,0,62422.0,0.1123690026943482,0.0395664934293842,0.4722,0.3635519406570999,0.1090272433212258,656.701491340909,785.937,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05302,2020,CA,Knife,Threat,Vehicle,0,65761.0,0.1498088804389817,0.0729728215970987,0.4389,0.213580135031039,0.1929688265104021,107.75931852669952,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05303,2020,CA,Blunt Object,Unclear Threat,Missing,0,94441.0,0.1013955848769347,0.0495824522546862,0.466,0.4124903337645726,0.1395841044942955,3998.583621212637,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05304,2020,FL,Gun,Shoot,Vehicle,1,52407.0,0.1322547125027566,0.0468850510133457,0.455,0.2444200061150618,0.0920612689739518,495.9577374227602,1101.116,1,"Lower-income rural, older/White-composition profile"
Incident record 05305,2020,NC,Gun,Shoot,Foot,0,83567.0,0.0852190754203272,0.0419199301554966,0.4442,0.5399221145263653,0.0655451778120715,1307.995260044548,834.607,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05306,2020,TX,Replica,Attack,Not Fleeing,0,63022.0,0.1560646729850436,0.0617569057046573,0.4962,0.3226374107616122,0.1816180603676748,2741.54624175886,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05307,2020,OH,Knife,Threat,Not Fleeing,0,69720.0,0.092101445355339,0.0422942467179887,0.4381,0.288697167266187,0.1024477293165467,454.3397560544458,452.56,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05308,2020,CA,Gun,Threat,Not Fleeing,1,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05309,2020,TX,Gun,Shoot,Not Fleeing,0,43826.0,0.13933236574746,0.0450704225352112,0.4639,0.267065868263473,0.1652694610778443,2.336958871519367,902.027,1,"Lower-income rural, older/White-composition profile"
Incident record 05310,2020,SD,Gun,Shoot,Vehicle,0,58278.0,0.1397971099109619,0.040540306520045,0.4612,0.3168761569429522,0.0643357367542167,40.51621221097212,2776.765,1,"Lower-income rural, older/White-composition profile"
Incident record 05311,2020,CA,Gun,Shoot,Not Fleeing,0,104888.0,0.0929894651485195,0.0473366416076413,0.4621,0.4866685939766491,0.1118406148456968,2253.120512462388,737.459,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05312,2020,CO,Vehicle,Attack,Vehicle,0,49979.0,0.1763752560927132,0.0689365671641791,0.4578,0.2291028123399119,0.0967170555087652,70.14691666900613,2386.591,1,"Lower-income rural, older/White-composition profile"
Incident record 05313,2020,MS,Gun,Shoot,Vehicle,0,53318.0,0.2296883190193943,0.0413588810979039,0.5147,0.4706488488166157,0.0792142972146192,85.57742082042498,631.697,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05314,2020,MD,Gun,Move,Not Fleeing,1,78724.0,0.0927893383386221,0.050371920247284,0.4502,0.3975464616901535,0.0842542347578228,1384.1095130340032,598.358,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05315,2020,GA,Gun,Point,Foot,0,40769.0,0.2092434163360894,0.0560246462802373,0.4802,0.1077791972029852,0.1853694614401936,42.08366024032405,500.907,1,"Lower-income rural, older/White-composition profile"
Incident record 05316,2020,TX,Knife,Attack,Not Fleeing,1,63022.0,0.1560646729850436,0.0617569057046573,0.4962,0.3226374107616122,0.1816180603676748,2741.54624175886,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05317,2020,WA,Gun,Shoot,Missing,0,66904.0,0.1418064913903201,0.0566486290669504,0.4194,0.1894839624900974,0.2333314910002026,75.45207942035896,1241.596,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05318,2020,TN,Gun,Threat,Not Fleeing,0,52092.0,0.1896785422899102,0.0736356671824067,0.5162,0.3237229051876494,0.1093798731676889,1244.2292670744084,752.764,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05319,2020,LA,Gun,Shoot,Vehicle,0,56076.0,0.1744003726198217,0.0657674386318082,0.5115,0.366072539670688,0.0977838458611997,972.9002287586004,455.502,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05320,2020,AR,Gun,Shoot,Not Fleeing,0,36053.0,0.2843256928432569,0.0598866431397711,0.5111,0.1086532568117234,0.1862706859085084,40.13491203306952,634.784,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05321,2020,WI,Gun,Threat,Not Fleeing,0,64528.0,0.0901356449153222,0.0262076053442959,0.3863,0.1701966989104247,0.0866266316660074,37.9657876823225,997.477,1,"Lower-income rural, older/White-composition profile"
Incident record 05322,2020,WA,Knife,Unclear Threat,Foot,1,99158.0,0.0842487103766324,0.0426716952939457,0.4683,0.5341291802814058,0.0657740037961372,1051.693627061733,2115.696,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05323,2020,AL,Gun,Point,Not Fleeing,0,49625.0,0.1786720490114612,0.0561686565558782,0.4709,0.2438821279865616,0.1269751067746028,336.73640371569405,1229.38,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05324,2020,FL,Unclear Weapon Information,Threat,Not Fleeing,0,54675.0,0.1959293287234004,0.0627992470659575,0.4942,0.465966668002542,0.0661430035438863,436.6408947560545,668.428,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05325,2020,TN,Unarmed,Attack,Not Fleeing,0,56606.0,0.1256549237264665,0.0455567509413663,0.4874,0.3329225098850342,0.097127994183673,672.7078891257996,542.164,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05326,2020,GA,Vehicle,Attack,Vehicle,0,41317.0,0.2504454563452781,0.0744254350539687,0.52,0.2531091731846924,0.1363141438660633,613.6184102364635,249.383,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05327,2020,FL,Gun,Point,Not Fleeing,0,59359.0,0.1117600523992208,0.0512469608513983,0.4534,0.3091271176299253,0.0781505072377051,585.241687660781,1014.967,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05328,2020,AL,Gun,Flee,Foot,0,35558.0,0.2383155397390272,0.1007312876398049,0.4799,0.1250048632455355,0.1964751196358401,38.89854962090441,945.408,1,"Lower-income rural, older/White-composition profile"
Incident record 05329,2020,CA,Vehicle,Attack,Vehicle,1,104888.0,0.0929894651485195,0.0473366416076413,0.4621,0.4866685939766491,0.1118406148456968,2253.120512462388,737.459,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05330,2020,NY,Knife,Attack,Not Fleeing,1,89812.0,0.1556797510135301,0.05708003796267,0.595,0.6218356670343109,0.12158172858899,71901.88895754259,22.658,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05331,2020,AZ,Gun,Move,Not Fleeing,1,67799.0,0.1271866409932329,0.0509798222330799,0.4629,0.3341688203036882,0.1161453340875296,479.5448084419762,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05332,2020,SC,Gun,Shoot,Not Fleeing,0,41081.0,0.1943790811224189,0.0608397330983255,0.5017,0.2409668628960123,0.1450918394941027,155.11648222367572,455.606,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05333,2020,UT,Gun,Flee,Foot,1,77128.0,0.0859929352367226,0.0373979098479612,0.4316,0.3652860682315619,0.0847907641555247,1522.497117627369,752.852,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05334,2020,NJ,Unarmed,Attack,Not Fleeing,1,90329.0,0.0591343606753737,0.0541858632012443,0.4318,0.384618305273516,0.0625183910191709,558.3752979225183,799.285,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05335,2020,NJ,Gun,Unclear Threat,Missing,0,73562.0,0.1483356547366721,0.0625367078306199,0.466,0.2953267560199773,0.1550935277201739,2701.109964971096,186.132,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05336,2020,KY,Gun,Threat,Vehicle,0,28442.0,0.313081918472733,0.0962540914050188,0.4764,0.0949069120479349,0.2604857693130751,73.61023289758467,358.999,1,"Lower-income rural, older/White-composition profile"
Incident record 05337,2020,TN,Gun,Shoot,Foot,0,45318.0,0.1767298527251227,0.0761316872427983,0.4558,0.1670750940191677,0.1324517772655586,116.4855786603594,487.056,1,"Lower-income rural, older/White-composition profile"
Incident record 05338,2020,MT,Gun,Shoot,Not Fleeing,0,57763.0,0.1025597894382711,0.0403762774852895,0.4525,0.3199922900059201,0.0575220629741302,20.05011693821204,5087.302,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05339,2020,TN,Knife,Attack,Not Fleeing,0,48923.0,0.1516548339525026,0.0480303316342583,0.4812,0.3229212346095463,0.1040422780682521,394.6556095887894,326.548,1,"Lower-income rural, older/White-composition profile"
Incident record 05340,2020,TX,Gun,Shoot,Not Fleeing,0,63022.0,0.1560646729850436,0.0617569057046573,0.4962,0.3226374107616122,0.1816180603676748,2741.54624175886,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05341,2020,AZ,Unarmed,Move,Not Fleeing,1,67799.0,0.1271866409932329,0.0509798222330799,0.4629,0.3341688203036882,0.1161453340875296,479.5448084419762,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05342,2020,CA,Replica,Point,Not Fleeing,1,62873.0,0.1348746809111498,0.0882280978689818,0.4397,0.177016598193225,0.2024638890412659,365.0937406008756,1496.15,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05343,2020,TX,Knife,Attack,Not Fleeing,0,74633.0,0.1094502268320234,0.05898365534508,0.4643,0.3211754392920229,0.1041570306546321,889.7955526036271,379.413,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05344,2020,CA,Replica,Threat,Not Fleeing,0,60509.0,0.1098584318913262,0.0729771669252937,0.4686,0.2233865321003452,0.0900354926720911,24.38052475739696,2220.912,1,"Lower-income rural, older/White-composition profile"
Incident record 05345,2020,MI,Gun,Shoot,Not Fleeing,1,55253.0,0.1837847750738139,0.0675296530639887,0.4737,0.3923592169125297,0.0656603434021899,523.1665890400859,556.081,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05346,2020,NY,Replica,Point,Not Fleeing,0,62668.0,0.1387425090162971,0.0573868013352734,0.4612,0.361395122383039,0.0876567331221427,593.0050758421517,778.393,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05347,2020,FL,Unarmed,Attack,Foot,1,56769.0,0.1452492035451676,0.0532091161389499,0.4715,0.3068557694229885,0.0993066266440514,1243.9317985426612,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05348,2020,TX,Gun,Point,Not Fleeing,0,56784.0,0.1619306540360436,0.0580548685799735,0.456,0.2168050274118873,0.1619095048978437,431.4984028109574,839.287,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05349,2020,FL,Gun,Point,Not Fleeing,0,61416.0,0.1418496063691141,0.0550706071620091,0.4776,0.3541491869431459,0.1132470118446386,1521.3015707084576,903.032,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05350,2020,CO,Gun,Shoot,Missing,1,73817.0,0.0989499960377209,0.0406931569722267,0.4044,0.2516234258377847,0.1527263246609147,436.9622006321607,1166.792,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05351,2020,CA,Gun,Point,Foot,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05352,2020,OH,Gun,Shoot,Not Fleeing,0,51741.0,0.1710441602949556,0.0744616525839741,0.5111,0.334531099636327,0.0949618383426937,2715.315870974516,457.212,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05353,2020,FL,Gun,Threat,Not Fleeing,0,54675.0,0.1959293287234004,0.0627992470659575,0.4942,0.465966668002542,0.0661430035438863,436.6408947560545,668.428,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05354,2020,LA,Gun,Point,Vehicle,1,54825.0,0.1516125066400061,0.0537536815258875,0.4731,0.2757907598220178,0.1364628321648622,1445.5135875345673,300.864,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05355,2020,NY,Multiple Weapons,Shoot,Vehicle,0,60248.0,0.126228163557355,0.0402330834451828,0.4316,0.2753160095860157,0.082491424275175,100.08327343767316,631.654,1,"Lower-income rural, older/White-composition profile"
Incident record 05356,2020,CA,Knife,Attack,Missing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05357,2020,CA,Knife,Attack,Not Fleeing,1,94441.0,0.1013955848769347,0.0495824522546862,0.466,0.4124903337645726,0.1395841044942955,3998.583621212637,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05358,2020,OK,Knife,Attack,Not Fleeing,0,40044.0,0.164626125670343,0.0995215311004784,0.4952,0.1538241601143674,0.126518942101501,14.179221257614804,722.113,1,"Lower-income rural, older/White-composition profile"
Incident record 05359,2020,AL,Unarmed,Unclear Threat,Not Fleeing,0,42611.0,0.1455229384865024,0.040498974709501,0.5165,0.1850475010326311,0.2117926476662536,22.707825215770328,608.865,1,"Lower-income rural, older/White-composition profile"
Incident record 05360,2020,OR,Knife,Move,Not Fleeing,1,86626.0,0.0845196694528617,0.0443854313207765,0.4168,0.4492397208458303,0.073872716790846,822.5652793425674,724.272,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05361,2020,UT,Gun,Shoot,Not Fleeing,0,71275.0,0.0856373848965208,0.0331590533847,0.3891,0.2510246095151756,0.084505889537336,417.7976933765177,611.023,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05362,2020,CO,Vehicle,Attack,Vehicle,0,80291.0,0.0776021235989282,0.0435660688190639,0.4565,0.4340328502067487,0.0774165520563455,814.6266325933373,797.887,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05363,2020,AR,Gun,Threat,Not Fleeing,0,52930.0,0.1576718781967777,0.0497649914777129,0.5068,0.3517504203250514,0.0868447599476928,518.3202372459845,758.369,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05364,2020,FL,Knife,Attack,Not Fleeing,0,60566.0,0.1399403967537692,0.0518354946394474,0.4822,0.3446307763502942,0.1111256908982729,1419.3696658409426,1022.537,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05365,2020,CA,Gun,Point,Missing,1,82426.0,0.1092103537196816,0.0616604967792597,0.4616,0.39456277895737,0.119549721026073,789.4549339241156,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05366,2020,PA,Knife,Threat,Not Fleeing,0,49127.0,0.2306947133545109,0.0878900435323144,0.517,0.312330508748636,0.1426096501561976,11773.914014517031,134.325,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05367,2020,GA,Gun,Shoot,Vehicle,0,72787.0,0.1052323033032673,0.0404516978934805,0.4336,0.3739678077655994,0.1205350506128958,2148.824241637016,431.126,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05368,2020,FL,Vehicle,Attack,Vehicle,0,72998.0,0.0984129976318673,0.047403555266645,0.4367,0.3047694002833307,0.0885251062490162,132.2098227017594,648.681,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05369,2020,CA,Replica,Point,Not Fleeing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05370,2020,FL,Gun,Shoot,Not Fleeing,0,38037.0,0.1628285458540158,0.0403357903357903,0.471,0.0906499429874572,0.2209236031927024,25.247824922092025,567.336,1,"Lower-income rural, older/White-composition profile"
Incident record 05371,2020,OR,Unclear Weapon Information,Unclear Threat,Missing,0,71425.0,0.1318329712550037,0.0522827797230639,0.4724,0.4652032569522887,0.0802538862890646,1878.96357237152,431.019,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05372,2020,WI,Gun,Shoot,Not Fleeing,0,67167.0,0.0839717975976636,0.0326225700475004,0.4121,0.2668528391300668,0.0795971904882796,152.449356955074,556.493,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05373,2020,KY,Gun,Shoot,Missing,1,58196.0,0.1371649151193704,0.0530798863960218,0.4729,0.3390667542953713,0.0918768190780208,2017.748076569598,380.83,0,"Dense urban, higher-Black-composition firearm profile"
